loss,accuracy,recall,precision,AUROC,AUPRC,f1_score,balanced_accuracy,specificity,miss_rate,fall_out,mcc,evaluation_type,unbalance,graph_name,normalization_name
0.6832369565963745,0.599609375,0.947265625,0.5587557554244995,0.7387676239013672,0.7055750489234924,0.7028985619544983,0.599609375,0.251953125,0.052734375,0.748046875,0.27719026803970337,train,1.0,HomoSapiens,Traditional
0.6236841678619385,0.6337890625,0.84765625,0.593707263469696,0.7712459564208984,0.7838121056556702,0.6983105540275574,0.6337890625,0.419921875,0.15234375,0.580078125,0.29602476954460144,test,1.0,HomoSapiens,Traditional
0.8772785067558289,0.568359375,0.947265625,0.5388888716697693,0.5442848205566406,0.5347977876663208,0.6869688630104065,0.568359375,0.189453125,0.052734375,0.810546875,0.2095395177602768,train,10.0,HomoSapiens,Traditional
0.65254145860672,0.5732421875,0.84765625,0.5472887754440308,0.7516136169433594,0.7939978837966919,0.665134072303772,0.5732421875,0.298828125,0.15234375,0.701171875,0.1752341240644455,test,10.0,HomoSapiens,Traditional
0.9290979504585266,0.474609375,0.947265625,0.48694780468940735,0.45607948303222656,0.5796629190444946,0.6432361006736755,0.474609375,0.001953125,0.052734375,0.998046875,-0.15569141507148743,train,100.0,HomoSapiens,Traditional
0.6185420751571655,0.599609375,0.84765625,0.5665796399116516,0.7745933532714844,0.8245338201522827,0.679186224937439,0.599609375,0.3515625,0.15234375,0.6484375,0.22944359481334686,test,100.0,HomoSapiens,Traditional
0.7802911996841431,0.5146484375,0.771484375,0.5096774101257324,0.6324043273925781,0.6969059109687805,0.6138306260108948,0.5146484375,0.2578125,0.228515625,0.7421875,0.03414607048034668,train,1.0,HomoSapiens,Traditional
0.6195741891860962,0.6640625,0.95703125,0.6034482717514038,0.8426494598388672,0.8317545056343079,0.7401812672615051,0.6640625,0.37109375,0.04296875,0.62890625,0.4049144983291626,test,1.0,HomoSapiens,Traditional
0.8518397212028503,0.5673828125,0.771484375,0.5478501915931702,0.6340732574462891,0.6327364444732666,0.6407136917114258,0.5673828125,0.36328125,0.228515625,0.63671875,0.14762507379055023,train,10.0,HomoSapiens,Traditional
0.7780641913414001,0.5078125,0.95703125,0.5041152238845825,0.7732601165771484,0.8012707233428955,0.6603773832321167,0.5078125,0.05859375,0.04296875,0.94140625,0.03558403253555298,test,10.0,HomoSapiens,Traditional
0.5925532579421997,0.560546875,0.771484375,0.5425823926925659,0.7248287200927734,0.8135668635368347,0.6370967626571655,0.560546875,0.349609375,0.228515625,0.650390625,0.1335611492395401,train,100.0,HomoSapiens,Traditional
0.8122642040252686,0.501953125,0.95703125,0.5010225176811218,0.7526302337646484,0.7702250480651855,0.6577181220054626,0.501953125,0.046875,0.04296875,0.953125,0.009429347701370716,test,100.0,HomoSapiens,Traditional
0.8155985474586487,0.5263671875,0.833984375,0.5163240432739258,0.5196876525878906,0.495260626077652,0.6377893686294556,0.5263671875,0.21875,0.166015625,0.78125,0.06689257174730301,train,1.0,HomoSapiens,Traditional
0.6739920377731323,0.6064453125,0.90234375,0.566871166229248,0.7540092468261719,0.7634668946266174,0.6963074803352356,0.6064453125,0.310546875,0.09765625,0.689453125,0.2641037404537201,test,1.0,HomoSapiens,Traditional
1.0127922296524048,0.4833984375,0.833984375,0.4902411103248596,0.3455371856689453,0.39107853174209595,0.6174982190132141,0.4833984375,0.1328125,0.166015625,0.8671875,-0.046568699181079865,train,10.0,HomoSapiens,Traditional
0.8050572872161865,0.4794921875,0.90234375,0.4888888895511627,0.653228759765625,0.7204703092575073,0.6341798305511475,0.4794921875,0.056640625,0.09765625,0.943359375,-0.07685813307762146,test,10.0,HomoSapiens,Traditional
0.8292855620384216,0.4501953125,0.833984375,0.47182321548461914,0.43417930603027344,0.5378042459487915,0.6026816964149475,0.4501953125,0.06640625,0.166015625,0.93359375,-0.15540765225887299,train,100.0,HomoSapiens,Traditional
0.45126381516456604,0.8125,0.90234375,0.7649006843566895,0.9206142425537109,0.923094630241394,0.8279569745063782,0.8125,0.72265625,0.09765625,0.27734375,0.6353409886360168,test,100.0,HomoSapiens,Traditional
0.7610251307487488,0.544921875,0.833984375,0.5284653306007385,0.6975650787353516,0.7304021716117859,0.6469696760177612,0.544921875,0.255859375,0.166015625,0.744140625,0.11010962724685669,train,1.0,HomoSapiens,Traditional
0.7489097118377686,0.5556640625,0.873046875,0.5340501666069031,0.6488857269287109,0.6538687944412231,0.6627131104469299,0.5556640625,0.23828125,0.126953125,0.76171875,0.1440759003162384,test,1.0,HomoSapiens,Traditional
0.8010352253913879,0.5234375,0.833984375,0.5144578218460083,0.6734676361083984,0.6970400810241699,0.6363636255264282,0.5234375,0.212890625,0.166015625,0.787109375,0.05980965867638588,train,10.0,HomoSapiens,Traditional
0.6183390617370605,0.654296875,0.873046875,0.6073369383811951,0.7697334289550781,0.7848652601242065,0.7163461446762085,0.654296875,0.435546875,0.126953125,0.564453125,0.34317997097969055,test,10.0,HomoSapiens,Traditional
0.584976851940155,0.5654296875,0.833984375,0.54256671667099,0.7862510681152344,0.8592026233673096,0.6574288010597229,0.5654296875,0.296875,0.166015625,0.703125,0.15513624250888824,train,100.0,HomoSapiens,Traditional
0.8719459176063538,0.4462890625,0.873046875,0.4710221290588379,0.5369148254394531,0.590987503528595,0.6119096279144287,0.4462890625,0.01953125,0.126953125,0.98046875,-0.2061574012041092,test,100.0,HomoSapiens,Traditional
0.6915605068206787,0.5927734375,0.81640625,0.5641025900840759,0.7533321380615234,0.7976301908493042,0.6671987175941467,0.5927734375,0.369140625,0.18359375,0.630859375,0.20745374262332916,train,1.0,HomoSapiens,Traditional
0.6102547645568848,0.6435546875,0.921875,0.5922208428382874,0.8066425323486328,0.8237762451171875,0.7211611866950989,0.6435546875,0.365234375,0.078125,0.634765625,0.3456012010574341,test,1.0,HomoSapiens,Traditional
0.8045645356178284,0.53515625,0.81640625,0.5224999785423279,0.7052650451660156,0.776836097240448,0.6371951103210449,0.53515625,0.25390625,0.18359375,0.74609375,0.08504200726747513,train,10.0,HomoSapiens,Traditional
0.6819493770599365,0.55859375,0.921875,0.5339366793632507,0.7580642700195312,0.7970314025878906,0.676217794418335,0.55859375,0.1953125,0.078125,0.8046875,0.17055366933345795,test,10.0,HomoSapiens,Traditional
