evaluation_mode,train_size,validation_unbalance_rate,use_scale_free_distribution,validation_sample_only_edges_with_heterogeneous_node_types,markedness,diagnostic_odds_ratio,informedness,false_discovery_rate,specificity,positive_likelyhood_ratio,fowlkes_mallows_index,fall_out,miss_rate,balanced_accuracy,prevalence_threshold,precision,negative_predictive_value,negative_likelyhood_ratio,threat_score,matthews_correlation_coefficient,accuracy,prevalence,false_omission_rate,f1_score,recall,auroc,auprc,time_required_for_training,time_required_for_evaluation,task_name,model_name,library_name,graph_name,nodes_number,edges_number,evaluation_schema,holdout_number,holdouts_kwargs,use_subgraph_as_support,number_of_threads,python_version,platform,number_of_holdouts,number_of_slurm_nodes,time_required_to_compute_constant_node_features,time_required_to_compute_constant_node_type_features,time_required_to_compute_constant_edge_features,time_required_for_setting_up_holdout,time_required_to_compute_node_features,time_required_to_compute_node_type_features,time_required_to_compute_edge_features,features_names,"('model_parameters', 'training_sample_only_edges_with_heterogeneous_node_types')","('model_parameters', 'edge_embedding_method')","('model_parameters', 'training_unbalance_rate')","('model_parameters', 'prediction_batch_size')","('model_parameters', 'use_edge_metrics')","('model_parameters', 'use_scale_free_distribution')","('model_parameters', 'random_state')","('model_parameters', 'n_estimators')","('model_parameters', 'criterion')","('model_parameters', 'max_depth')","('model_parameters', 'min_samples_split')","('model_parameters', 'min_samples_leaf')","('model_parameters', 'min_weight_fraction_leaf')","('model_parameters', 'max_features')","('model_parameters', 'max_leaf_nodes')","('model_parameters', 'min_impurity_decrease')","('model_parameters', 'bootstrap')","('model_parameters', 'oob_score')","('model_parameters', 'n_jobs')","('model_parameters', 'verbose')","('model_parameters', 'warm_start')","('model_parameters', 'ccp_alpha')","('model_parameters', 'max_samples')","('features_parameters', 'random_state')","('features_parameters', 'embedding_size')","('features_parameters', 'epochs')","('features_parameters', 'clipping_value')","('features_parameters', 'number_of_negative_samples')","('features_parameters', 'walk_length')","('features_parameters', 'iterations')","('features_parameters', 'window_size')","('features_parameters', 'return_weight')","('features_parameters', 'explore_weight')","('features_parameters', 'max_neighbours')","('features_parameters', 'learning_rate')","('features_parameters', 'learning_rate_decay')","('features_parameters', 'central_nodes_embedding_path')","('features_parameters', 'contextual_nodes_embedding_path')","('features_parameters', 'normalize_by_degree')","('features_parameters', 'stochastic_downsample_by_degree')","('features_parameters', 'normalize_learning_rate_by_degree')","('features_parameters', 'use_scale_free_distribution')","('features_parameters', 'dtype')"
train,0.8,1.0,True,False,0.8361698952491179,165.32405263591795,0.8284129382017658,0.12218332140248178,0.866048470043713,7.184423115376922,0.9191189156136266,0.133951529956287,0.037635531841947345,0.9142064691008829,0.2717112637627965,0.8778166785975182,0.9583532166515998,0.04345661142966713,0.848682190318268,0.8322823798202053,0.9142064691008829,0.5,0.0416467833484002,0.918148283964546,0.9623644681580527,0.9715552937298093,0.9677896592852265,99.53802418708801,4.728394508361816,Edge Prediction,Random Forest Classifier,scikit-learn,MusMusculus,16180,466680,Connected Monte Carlo,8,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,1.6689300537109375e-06,137.21479892730713,136.9051694869995,1.0013580322265625e-05,4.76837158203125e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,378,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.8,1.0,True,False,0.7366499668791624,43.49148642941736,0.7366396674380731,0.13305224955969475,0.8664502442787348,6.515844364219814,0.868567074476655,0.13354975572126515,0.12981057684066166,0.8683198337190365,0.28148277914454223,0.8669477504403053,0.869702216438857,0.14981884730002099,0.7676676023856107,0.7366448171406175,0.8683198337190366,0.5,0.13029778356114297,0.8685655621561215,0.8701894231593383,0.9374342689729491,0.9179207262603924,99.53802418708801,4.728394508361816,Edge Prediction,Random Forest Classifier,scikit-learn,MusMusculus,16180,466680,Connected Monte Carlo,8,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,1.6689300537109375e-06,137.21479892730713,136.9051694869995,1.0013580322265625e-05,4.76837158203125e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,378,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.8,1.0,True,False,0.847630384933733,196.43912662831687,0.8407072297934346,0.11448714641905255,0.875166066683809,7.734604986482427,0.9246616195101165,0.12483393331619097,0.034458836890374545,0.9203536148967173,0.26447219761561935,0.8855128535809474,0.9621175313527854,0.039374055053284264,0.8583855220859626,0.8441617101043977,0.9203536148967172,0.5,0.03788246864721454,0.9237970398332199,0.9655411631096255,0.9726264829454185,0.9671909713973824,98.97137236595154,4.801413536071777,Edge Prediction,Random Forest Classifier,scikit-learn,MusMusculus,16180,466680,Connected Monte Carlo,9,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,1.6689300537109375e-06,136.80188632011414,136.46986532211304,8.344650268554688e-06,5.0067901611328125e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,420,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.8,1.0,True,False,0.7477963537648409,48.02817697290484,0.7477929202022799,0.1269030106055422,0.8728250621410817,6.880033698399326,0.8740319231527813,0.1271749378589183,0.12503214193880174,0.87389646010114,0.27601573675536845,0.8730969893944578,0.8746993643703831,0.1432499447622321,0.7762485029370948,0.7477946369815897,0.87389646010114,0.5,0.1253006356296169,0.8740314225780214,0.8749678580611983,0.9395185513617438,0.9149333358916604,98.97137236595154,4.801413536071777,Edge Prediction,Random Forest Classifier,scikit-learn,MusMusculus,16180,466680,Connected Monte Carlo,9,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,1.6689300537109375e-06,136.80188632011414,136.46986532211304,8.344650268554688e-06,5.0067901611328125e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,420,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.8224296360161458,152.05940425458618,0.8105701581172204,0.13816530474328048,0.8452433191452017,6.237707048510198,0.9121141168124645,0.15475668085479832,0.03467316102798135,0.9052850790586102,0.2859152269702396,0.8618346952567195,0.9605949407594263,0.041021514447516096,0.8359569206020475,0.8164783647506499,0.9052850790586101,0.5,0.039405059240573664,0.9106498210512699,0.9653268389720187,0.9709890868213576,0.967375626876263,69.8702745437622,3.421067476272583,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,0,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.97745990753174,122.72139143943787,9.5367431640625e-06,1.9073486328125e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,42,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.7126597396881333,35.64047578191905,0.7122776737655043,0.15192063015539448,0.8445617832904283,5.582384492330856,0.8578414454887647,0.1554382167095717,0.13228410952492398,0.8561388368827522,0.29737946010940464,0.8480793698446055,0.8645803698435277,0.1566304705495229,0.7509842395088296,0.712468681116155,0.8561388368827522,0.5,0.13541963015647226,0.8577852644972853,0.867715890475076,0.9282744328605963,0.9025061960305695,69.8702745437622,3.421067476272583,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,0,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.97745990753174,122.72139143943787,9.5367431640625e-06,1.9073486328125e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,42,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.8075716512396203,137.40977887919826,0.7910431933535185,0.15398076080245438,0.8239903754735471,5.494317827685786,0.904513841379255,0.17600962452645286,0.03294718212002867,0.8955215966767592,0.29904340885076136,0.8460192391975456,0.9615524120420748,0.03998491135420597,0.822317094785153,0.7992646982435563,0.8955215966767592,0.5,0.03844758795792528,0.9024961650618795,0.9670528178799713,0.9730886389258745,0.971483857973949,66.95036959648132,3.4093704223632812,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,1,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.43406748771667,122.18484497070312,8.106231689453125e-06,5.4836273193359375e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,84,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.7159797704555275,37.51292480688553,0.7128627428036509,0.16563070294597892,0.8234407910133396,5.037527959572529,0.8614559586535445,0.17655920898666044,0.11057804820968875,0.8564313714018255,0.3082192395532488,0.8343692970540211,0.8816104734015064,0.13428779508677197,0.7559517149641343,0.7144195566744067,0.8564313714018255,0.5,0.11838952659849351,0.8610165171649663,0.8894219517903112,0.9333608618351046,0.9137612658296946,66.95036959648132,3.4093704223632812,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,1,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.43406748771667,122.18484497070312,8.106231689453125e-06,5.4836273193359375e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,84,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.8078626935278943,135.44806381181732,0.7919171530124183,0.1528176781408711,0.8257126976465253,5.543745541521546,0.9047382681679339,0.17428730235347467,0.033795544634107055,0.8959585765062091,0.29810559953756616,0.8471823218591289,0.9606803716687655,0.0409289390007351,0.8228007349048672,0.7998501886500708,0.8959585765062091,0.5,0.03931962833123447,0.9027873635872871,0.966204455365893,0.9722183475952223,0.9702859332006095,67.98296546936035,3.6239476203918457,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,2,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.66852903366089,122.39551544189453,8.821487426757812e-06,5.245208740234375e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,126,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.7078381887344891,34.778462410664204,0.7056663936344489,0.16568498371561224,0.8251374912239644,5.0355499790882465,0.8571105445352294,0.1748625087760356,0.11947109758951557,0.8528331968172245,0.30826110969117637,0.8343150162843878,0.8735231724501014,0.14478932161026714,0.7494739987301271,0.7067514569641913,0.8528331968172245,0.5,0.12647682754989859,0.8567992428285761,0.8805289024104844,0.9295272752223084,0.9073238691780577,67.98296546936035,3.6239476203918457,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,2,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.66852903366089,122.39551544189453,8.821487426757812e-06,5.245208740234375e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,126,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.8091016399074853,135.5033524945038,0.7938003715242734,0.15108253636582814,0.8281407696695774,5.618898676539426,0.9054089131107959,0.1718592303304226,0.034340398145303985,0.8969001857621367,0.29669878475020905,0.8489174636341719,0.9601841762733135,0.04146686095288555,0.8240406158531638,0.8014144884886102,0.8969001857621367,0.5,0.03981582372668648,0.9035331874643953,0.965659601854696,0.9715034613767419,0.9692837149751954,68.49936604499817,3.440160036087036,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,3,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.63217234611511,122.37770199775696,9.298324584960938e-06,5.0067901611328125e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,168,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.7106645690794502,35.53404313957361,0.7086941259068569,0.16337816807469985,0.828018956236836,5.120768838237796,0.8583659323274996,0.17198104376316403,0.11932483032997898,0.8543470629534284,0.30647474630323124,0.8366218319253002,0.8740427371541502,0.14410881469705003,0.7514414796695205,0.7096786636194823,0.8543470629534285,0.5,0.1259572628458498,0.8580834568464257,0.880675169670021,0.930306541603105,0.9101387332441203,68.49936604499817,3.440160036087036,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,3,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.63217234611511,122.37770199775696,9.298324584960938e-06,5.0067901611328125e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,168,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.8098688155928833,143.94304498327645,0.7932152939283572,0.15313272547596124,0.8249082159521407,5.53028277849714,0.9055537400000369,0.1750917840478593,0.031692922023783376,0.8966076469641786,0.29836003477141,0.8468672745240388,0.9630015410688444,0.038419937407463196,0.8240267620974016,0.801498802621638,0.8966076469641786,0.5,0.03699845893115563,0.9035248596351452,0.9683070779762166,0.9719902720226122,0.9695397219992754,67.86229944229126,3.4331459999084473,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,4,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.55008554458618,122.29924273490906,4.291534423828125e-06,1.9073486328125e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,210,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.7161482458664552,37.41308388618767,0.7134916920196583,0.16373462747476974,0.8262930025743037,5.107443583698213,0.8613556423063098,0.17370699742569629,0.11280131055464548,0.8567458460098292,0.30675172249696986,0.8362653725252303,0.8798828733412248,0.13651490476527656,0.7558945217087882,0.7148187348413353,0.8567458460098292,0.5,0.12011712665877515,0.8609794180269695,0.8871986894453545,0.9308609214305408,0.9072220427885274,67.86229944229126,3.4331459999084473,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,4,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.55008554458618,122.29924273490906,4.291534423828125e-06,1.9073486328125e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,210,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.8147042512794012,146.18436222876883,0.8001118960902192,0.14716496757152486,0.8331395263796861,5.795095439503847,0.9081122795555193,0.16686047362031386,0.03302763028946709,0.9000559480451096,0.29348747365097416,0.8528350324284751,0.961869218850926,0.03964237590909284,0.8286957966023084,0.8073751069013236,0.9000559480451095,0.5,0.038130781149073964,0.9063243849983291,0.9669723697105329,0.9729782878672909,0.9709558221389029,66.94363331794739,3.38570237159729,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,5,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.3536205291748,122.09994721412659,6.67572021484375e-06,2.384185791015625e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,252,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.7121954031412665,35.898875180324254,0.7105078399251112,0.16123633117607672,0.8309150479756612,5.202076124567475,0.8589356653711607,0.16908495202433882,0.12040720805054994,0.8552539199625556,0.30480314664151853,0.8387636688239233,0.8734317343173432,0.1449091677228559,0.7523771394254829,0.7113511211001885,0.8552539199625556,0.5,0.12656826568265683,0.858693168837103,0.8795927919494501,0.9309664532326235,0.91007325533061,66.94363331794739,3.38570237159729,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,5,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.3536205291748,122.09994721412659,6.67572021484375e-06,2.384185791015625e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,252,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.8148015880220205,141.3431639714298,0.8012089165825618,0.14521890352311773,0.8360246902745476,5.886155836046562,0.9083067935811973,0.16397530972545238,0.03481577369198585,0.9006044582912809,0.29187364431451857,0.8547810964768823,0.9600204915451381,0.04164443239176641,0.8292136596399736,0.8079766689508266,0.9006044582912809,0.5,0.039979508454861916,0.9066340121286648,0.9651842263080141,0.9719618716323652,0.9693141105967833,67.64811968803406,3.4378316402435303,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,6,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,131.28025698661804,131.02507996559143,8.821487426757812e-06,5.7220458984375e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,294,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.7084315401266648,34.67819838769961,0.7072021998595834,0.16053976634464162,0.8327726421717763,5.228986267821219,0.8567665030869018,0.16722735782822373,0.12557044231219283,0.8536010999297917,0.30425676413031777,0.8394602336553584,0.8689713064713065,0.15078598401686133,0.7491510131451987,0.7078166031024492,0.8536010999297917,0.5,0.13102869352869354,0.8565881476386978,0.8744295576878072,0.9286252244002652,0.9070341536791214,67.64811968803406,3.4378316402435303,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,6,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,131.28025698661804,131.02507996559143,8.821487426757812e-06,5.7220458984375e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,294,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.8231028586080398,157.774210724157,0.8105994119970161,0.13917238819818145,0.8436745798411515,6.185333333333334,0.9123352421432634,0.15632542015884854,0.033075167844135334,0.9052997059985081,0.2867767494691271,0.8608276118018185,0.9622752468062211,0.03920370322211531,0.8362047701269377,0.8168272113493404,0.9052997059985081,0.5,0.037724753193778854,0.9107968607108351,0.9669248321558647,0.9740692575803237,0.9720685913666837,66.17843437194824,3.4046430587768555,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,7,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.51167106628418,122.25693106651306,8.821487426757812e-06,4.291534423828125e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,336,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.7152999509645421,36.55054659266484,0.7145009361104611,0.15430342660608887,0.8405394336531711,5.4807374793615855,0.8597128869025544,0.15946056634682892,0.12603849754271002,0.8572504680552305,0.2993028493204218,0.8456965733939111,0.8696033775706309,0.14994953537744055,0.7537656112022203,0.7149003319092334,0.8572504680552305,0.5,0.1303966224293691,0.8595967515699067,0.87396150245729,0.9317148361441795,0.9119991207456676,66.17843437194824,3.4046430587768555,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,7,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,122.51167106628418,122.25693106651306,8.821487426757812e-06,4.291534423828125e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,336,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.8208908330662994,156.7634564839151,0.8074911872687114,0.1419941830114102,0.8398642619977474,6.042542016806722,0.9111693204653407,0.16013573800225256,0.032373074729035944,0.9037455936343557,0.28917126564559253,0.8580058169885898,0.9628850160777096,0.03854560337170624,0.8340635440963248,0.8141634439169495,0.9037455936343558,0.5,0.03711498392229037,0.9095252416756177,0.9676269252709641,0.9712652990146458,0.9674565891331947,67.32750177383423,3.4373018741607666,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,8,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,124.32857656478882,124.07639980316162,4.5299530029296875e-06,2.6226043701171875e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,378,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.7210391435933634,38.43264864572418,0.7199713316171308,0.1533542725953887,0.8407442078165224,5.520848640705365,0.8627826422593529,0.15925579218347763,0.12077287619939148,0.8599856658085654,0.2985387762237369,0.8466457274046113,0.8743934161887521,0.14364996520528872,0.7584410013122035,0.7205050397887508,0.8599856658085654,0.5,0.12560658381124784,0.8626288863217261,0.8792271238006085,0.9307315473890997,0.9015158915295144,67.32750177383423,3.4373018741607666,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,8,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3589859008789062e-05,1.9073486328125e-06,1.6689300537109375e-06,124.32857656478882,124.07639980316162,4.5299530029296875e-06,2.6226043701171875e-06,Walklets SkipGram,False,Concatenate,1.0,4096,False,True,378,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,4,1.0,1.0,100,0.01,0.9,None,None,False,False,False,True,f32
